2.583252098577426104e+00,3.082243693509044036e+00
2.574332879391238560e+00,3.044559819525512800e+00
2.566320532723361136e+00,3.009919805794400549e+00
2.562047415441545795e+00,2.981156009806517293e+00
2.567056102504763793e+00,2.955799428224897607e+00
2.585257300412268755e+00,2.935457681870508040e+00
2.620707488753327041e+00,2.926600661191592678e+00
2.670035180454935819e+00,2.931292634760000126e+00
2.724589963439703499e+00,2.935605989719422215e+00
2.670035180454935819e+00,2.931292634760000126e+00
2.620707488753327041e+00,2.926600661191592678e+00
2.585257300412268755e+00,2.935457681870508040e+00
2.567056102504763793e+00,2.955799428224897607e+00
2.562047415441545795e+00,2.981156009806517293e+00
2.566320532723361136e+00,3.009919805794400549e+00
2.574332879391238560e+00,3.044559819525512800e+00
2.583252098577426104e+00,3.082243693509044036e+00
2.692016709760346238e+00,3.159930722567496630e+00
2.713206420496109939e+00,3.169414030649804648e+00
2.734850942376339411e+00,3.175889393086592793e+00
2.752900708786121253e+00,3.186475098260998617e+00
2.762287100553014074e+00,3.195373261866341963e+00
2.762287100553014074e+00,3.195373261866341963e+00
2.752900708786121253e+00,3.186475098260998617e+00
2.734850942376339411e+00,3.175889393086592793e+00
2.713206420496109939e+00,3.169414030649804648e+00
2.692016709760346238e+00,3.159930722567496630e+00
2.754368871405906471e+00,3.184574181422992201e+00
2.787739650643128453e+00,3.174889361472823968e+00
2.821393759951294378e+00,3.165669943891257887e+00
2.854722819768673592e+00,3.156986698855301476e+00
2.731553659632907305e+00,3.092689347196318383e+00
2.775996383892749275e+00,3.096167397947424682e+00
2.796267078044637699e+00,3.101978032435732668e+00
2.775996383892749275e+00,3.096167397947424682e+00
2.731553659632907305e+00,3.092689347196318383e+00
2.691130293454514266e+00,3.115117476506158667e+00
2.708427431534907281e+00,3.135826563361149510e+00
2.713332039232521087e+00,3.143342849569481068e+00
2.706107050529801050e+00,3.131454892542355761e+00
2.705494785529023449e+00,3.120866102794584762e+00
2.699559270470104799e+00,3.115439608989577724e+00
2.706107050529801050e+00,3.131454892542355761e+00
2.713332039232521087e+00,3.143342849569481068e+00
2.708427431534907281e+00,3.135826563361149510e+00
2.691130293454514266e+00,3.115117476506158667e+00
2.699559270470104799e+00,3.115439608989577724e+00
2.705494785529023449e+00,3.120866102794584762e+00
2.689758922026859178e+00,2.997608589851334049e+00
2.729070060389628516e+00,3.022061991092558131e+00
2.766793713541734423e+00,3.041276524558672367e+00
2.783258785279814518e+00,3.038300590123054867e+00
2.766793713541734423e+00,3.041276524558672367e+00
2.729070060389628516e+00,3.022061991092558131e+00
2.689758922026859178e+00,2.997608589851334049e+00
2.720432394626819406e+00,3.016935289437431500e+00
2.749691749005067631e+00,3.032022560703296232e+00
2.765605454773263805e+00,3.037800571355786072e+00
2.749691749005067631e+00,3.032022560703296232e+00
2.720432394626819406e+00,3.016935289437431500e+00
2.725348446585151851e+00,3.013930770043493634e+00
2.757110461045698013e+00,3.025302189583529699e+00
2.773806499740593789e+00,3.028309948999871715e+00
2.757110461045698013e+00,3.025302189583529699e+00
2.725348446585151851e+00,3.013930770043493634e+00
2.754291869878740417e+00,3.027390150937002034e+00
2.770196887117302165e+00,3.030102646278296952e+00
2.754291869878740417e+00,3.027390150937002034e+00
