4.419855149956425922e-01,5.139783488654983135e-01
4.422195230675786126e-01,5.344146910188646293e-01
4.433560175585964380e-01,5.549302148771000365e-01
4.460634066314453916e-01,5.751400798170271944e-01
4.513581106876430882e-01,5.936644907066815913e-01
4.597184928518568414e-01,6.095178172058830501e-01
4.706624340379795268e-01,6.220883134909798162e-01
4.839306452899124755e-01,6.309015150881693845e-01
5.000000000000000000e-01,6.345279612990428753e-01
5.160693547100875245e-01,6.309015150881693845e-01
5.293375659620205287e-01,6.220883134909798162e-01
5.402815071481431586e-01,6.095178172058830501e-01
5.486418893123569118e-01,5.936644907066815913e-01
5.539365933685546084e-01,5.751400798170271944e-01
5.566439824414035620e-01,5.549302148771000365e-01
5.577804769324213874e-01,5.344146910188646293e-01
5.580144850043573523e-01,5.139783488654983135e-01
4.555682467809216152e-01,4.706014115112815976e-01
4.615033882033229284e-01,4.630827557364884384e-01
4.694760042669480771e-01,4.589940325331521298e-01
4.785915587637871171e-01,4.588495842017504267e-01
4.875567379508704002e-01,4.629094452074794530e-01
5.124432620491295998e-01,4.629094452074794530e-01
5.214084412362128829e-01,4.588495842017504267e-01
5.305239957330518674e-01,4.589940325331521298e-01
5.384966117966770716e-01,4.630827557364884384e-01
5.444317532190783293e-01,4.706014115112815976e-01
5.000000000000000000e-01,4.876976908937163957e-01
5.000000000000000000e-01,4.998476385518036413e-01
5.000000000000000000e-01,5.115961486765253641e-01
5.000000000000000000e-01,5.244364854565721767e-01
4.837736750896992066e-01,5.404263916796668843e-01
4.919655794416571970e-01,5.441988846718359696e-01
5.000000000000000000e-01,5.453821089043184855e-01
5.080344205583428030e-01,5.441988846718359696e-01
5.162263249103007379e-01,5.404263916796668843e-01
4.604377567031863738e-01,4.934633595252099214e-01
4.671502229777270143e-01,4.849596517915723548e-01
4.791968779625257469e-01,4.840469801817383622e-01
4.859179791850619101e-01,4.920827152931454007e-01
4.793095789725546618e-01,4.966004279459515502e-01
4.674967902275086185e-01,4.970873918843041195e-01
5.140820208149381454e-01,4.920827152931454007e-01
5.208031220374742531e-01,4.840469801817383622e-01
5.328497770222729857e-01,4.849596517915723548e-01
5.395622432968136817e-01,4.934633595252099214e-01
5.325032097724913260e-01,4.970873918843041195e-01
5.206904210274453382e-01,4.966004279459515502e-01
4.801989087785367150e-01,5.806310631153527302e-01
4.864207947760839090e-01,5.703246590077912792e-01
4.933790954543659235e-01,5.644968035387361027e-01
5.000000000000000000e-01,5.667165627215788870e-01
5.066209045456340210e-01,5.644968035387361027e-01
5.135792052239160910e-01,5.703246590077912792e-01
5.198010912214632295e-01,5.806310631153527302e-01
5.130964530469661611e-01,5.851472257111943742e-01
5.066597554895263533e-01,5.863845955581374891e-01
5.000000000000000000e-01,5.867323943996339830e-01
4.933402445104736467e-01,5.863845955581374891e-01
4.869035469530338389e-01,5.851472257111943742e-01
4.866172248887202789e-01,5.777071934110423745e-01
4.934353490715915891e-01,5.740032954284444155e-01
5.000000000000000000e-01,5.741087536658022739e-01
5.065646509284084109e-01,5.740032954284444155e-01
5.133827751112797211e-01,5.777071934110423745e-01
5.065500959375173196e-01,5.786237208299416235e-01
5.000000000000000000e-01,5.788006191298900038e-01
4.934499040624826804e-01,5.786237208299416235e-01
